index,index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
69,69,MDRAW-00070,maryland,2025-26_record_book_all_time_results,1924-1925,1925,1925-02-26,Alabama,Alabama,alabama,Yes,27,21,W,0,,,unprefixed,NEUTRAL,Municipal Auditorium,Municipal Auditorium,Atlanta,GA,Southern Conference Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F26 Alabama 1 W 27-21,resolved,,,,,
70,70,MDRAW-00071,maryland,2025-26_record_book_all_time_results,1924-1925,1925,1925-02-27,NC State,NC State,nc-state,Yes,18,30,L,0,,,unprefixed,NEUTRAL,Municipal Auditorium,Municipal Auditorium,Atlanta,GA,Southern Conference Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F27 NC State 1 L 18-30,resolved,,,,,
71,71,MDRAW-00072,maryland,2025-26_record_book_all_time_results,1924-1925,1925,,Catholic,Catholic,catholic,No,27,17,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Catholic W 27-17,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
72,72,MDRAW-00073,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Washington & Lee,Washington & Lee,washington-and-lee,No,40,27,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• Washington & Lee W 40-27,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
73,73,MDRAW-00074,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Navy,Navy,navy,Yes,21,12,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,at Navy W 21-12,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
74,74,MDRAW-00075,maryland,2025-26_record_book_all_time_results,1925-1926,1926,1926-01-12,Richmond,Richmond,richmond,Yes,30,14,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J12 Richmond W 30-14,resolved,,,,,
75,75,MDRAW-00076,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,VMI,VMI,vmi,Yes,30,21,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at VMI W 30-21,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
76,76,MDRAW-00077,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Washington & Lee,Washington & Lee,washington-and-lee,No,33,20,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at Washington & Lee W 33-20,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
77,77,MDRAW-00078,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Virginia Tech,Virginia Tech,virginia-tech,Yes,19,17,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at Virginia Tech W 19-17,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
78,78,MDRAW-00079,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Virginia,Virginia,virginia,Yes,28,34,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at Virginia L 28-34,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
79,79,MDRAW-00080,maryland,2025-26_record_book_all_time_results,1925-1926,1926,1926-02-09,No. Carolina,North Carolina,north-carolina,Yes,23,22,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F9 • No. Carolina W 23-22,resolved,,,,,
80,80,MDRAW-00081,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,West Virginia,West Virginia,west-virginia,Yes,25,15,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,West Virginia W 25-15,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
81,81,MDRAW-00082,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Duke,Duke,duke,Yes,41,20,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Duke W 41-20,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
82,82,MDRAW-00083,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Virginia,Virginia,virginia,Yes,30,21,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• Virginia W 30-21,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
83,83,MDRAW-00084,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Princeton,Princeton,princeton,Yes,32,26,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Princeton W 32-26,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
84,84,MDRAW-00085,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Gallaudet,Gallaudet,gallaudet,No,40,13,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Gallaudet W 40-13,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
85,85,MDRAW-00086,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Washington College,Washington College,washington-college,No,30,26,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Washington College W 30-26,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
86,86,MDRAW-00087,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Stevens Institute,Stevens Institute,stevens-institute,No,24,27,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Stevens Institute L 24-27,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
87,87,MDRAW-00088,maryland,2025-26_record_book_all_time_results,1925-1926,1926,,Virginia Tech,Virginia Tech,virginia-tech,Yes,30,14,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• Virginia Tech W 30-14,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
88,88,MDRAW-00089,maryland,2025-26_record_book_all_time_results,1925-1926,1926,1926-02-26,Mississippi State,Mississippi State,mississippi-state,Yes,19,22,L,0,,,unprefixed,NEUTRAL,Municipal Auditorium,Municipal Auditorium,Atlanta,GA,Southern Conference Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F26 Mississippi State 1 L 19-22,resolved,,,,,
89,89,MDRAW-00090,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,American,American,american-university,Yes,16,21,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,at American L 16-21,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
90,90,MDRAW-00091,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Washington & Lee,Washington & Lee,washington-and-lee,No,44,32,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• Washington & Lee W 44-32,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
91,91,MDRAW-00092,maryland,2025-26_record_book_all_time_results,1926-1927,1927,1927-01-04,Michigan,Michigan,michigan,Yes,25,39,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J4 at Michigan L 25-39,resolved,,,,,
92,92,MDRAW-00093,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Virginia,Virginia,virginia,Yes,17,22,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at Virginia L 17-22,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
93,93,MDRAW-00094,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Navy,Navy,navy,Yes,30,32,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,at Navy L 30-32,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
94,94,MDRAW-00095,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Washington College,Washington College,washington-college,No,18,22,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Washington College L 18-22,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
95,95,MDRAW-00096,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Georgia,Georgia,georgia,Yes,34,33,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• Georgia W 34-33,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
96,96,MDRAW-00097,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Gallaudet,Gallaudet,gallaudet,No,39,26,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Gallaudet W 39-26,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
97,97,MDRAW-00098,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Stevens Institute,Stevens Institute,stevens-institute,No,27,18,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Stevens Institute W 27-18,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
98,98,MDRAW-00099,maryland,2025-26_record_book_all_time_results,1926-1927,1927,1927-02-07,No. Carolina,North Carolina,north-carolina,Yes,28,20,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F7 • No. Carolina W 28-20,resolved,,,,,
99,99,MDRAW-00100,maryland,2025-26_record_book_all_time_results,1926-1927,1927,1927-02-08,No. Carolina,North Carolina,north-carolina,Yes,23,32,L,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F8 • No. Carolina L 23-32,resolved,,,,,
100,100,MDRAW-00101,maryland,2025-26_record_book_all_time_results,1926-1927,1927,1927-02-09,Pennsylvania,Pennsylvania,pennsylvania,Yes,26,21,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F9 at Pennsylvania W 26-21,resolved,,,,,
101,101,MDRAW-00102,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Washington & Lee,Washington & Lee,washington-and-lee,No,32,34,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at Washington & Lee L 32-34,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
102,102,MDRAW-00103,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,VMI,VMI,vmi,Yes,32,15,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at VMI W 32-15,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
103,103,MDRAW-00104,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Virginia,Virginia,virginia,Yes,29,28,W,1,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• Virginia (OT) W 29-28,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
104,104,MDRAW-00105,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,NC State,NC State,nc-state,Yes,23,38,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,• at NC State L 23-38,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
105,105,MDRAW-00106,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Washington College,Washington College,washington-college,No,16,21,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,at Washington College L 16-21,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
106,106,MDRAW-00107,maryland,2025-26_record_book_all_time_results,1926-1927,1927,,Western Maryland,McDaniel,mcdaniel,No,32,25,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,Western Maryland W 32-25,resolved,Exact game date not printed in Maryland's all-time-results ledger; left unknown.,,,,
107,107,MDRAW-00108,maryland,2025-26_record_book_all_time_results,1926-1927,1927,1927-02-19,No. Carolina,North Carolina,north-carolina,Yes,23,19,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F19 • at No. Carolina W 23-19,resolved,,,,,
108,108,MDRAW-00109,maryland,2025-26_record_book_all_time_results,1926-1927,1927,1927-02-25,Georgia,Georgia,georgia,Yes,22,27,L,0,,,unprefixed,NEUTRAL,Municipal Auditorium,Municipal Auditorium,Atlanta,GA,Southern Conference Tournament,,CONFERENCE_TOURNAMENT,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F25 Georgia 1 L 22-27,resolved,,,,,
109,109,MDRAW-00110,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1927-12-19,Washington & Lee,Washington & Lee,washington-and-lee,No,38,24,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D19 • Washington & Lee W 38-24,resolved,,,,,
110,110,MDRAW-00111,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-12,Virginia Tech,Virginia Tech,virginia-tech,Yes,29,20,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J12 • at Virginia Tech W 29-20,resolved,,,,,
111,111,MDRAW-00112,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-13,Washington & Lee,Washington & Lee,washington-and-lee,No,31,28,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J13 • at Washington & Lee W 31-28,resolved,,,,,
112,112,MDRAW-00113,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-14,VMI,VMI,vmi,Yes,23,9,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J14 • at VMI W 23-9,resolved,,,,,
113,113,MDRAW-00114,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-18,Gallaudet,Gallaudet,gallaudet,No,45,20,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J18 Gallaudet W 45-20,resolved,,,,,
114,114,MDRAW-00115,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-19,Kentucky,Kentucky,kentucky,Yes,37,7,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J19 • Kentucky W 37-7,resolved,,,,,
115,115,MDRAW-00116,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-20,Johns Hopkins,Johns Hopkins,johns-hopkins,No,20,22,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J20 at Johns Hopkins L 20-22,resolved,,,,,
116,116,MDRAW-00117,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-25,St. John’s (Annapolis),St. John's (Annapolis),st-johns-annapolis,No,25,22,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J25 St. John’s (Annapolis) W 25-22,resolved,,,,,
117,117,MDRAW-00118,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-27,Virginia,Virginia,virginia,Yes,26,20,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J27 • Virginia W 26-20,resolved,,,,,
118,118,MDRAW-00119,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-01-30,Stevens Institute,Stevens Institute,stevens-institute,No,31,24,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,J30 Stevens Institute W 31-24,resolved,,,,,
119,119,MDRAW-00120,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-04,Navy,Navy,navy,Yes,26,35,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F4 at Navy L 26-35,resolved,,,,,
120,120,MDRAW-00121,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-08,Pennsylvania,Pennsylvania,pennsylvania,Yes,26,30,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F8 at Pennsylvania L 26-30,resolved,,,,,
121,121,MDRAW-00122,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-10,NC State,NC State,nc-state,Yes,36,24,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F10 • NC State W 36-24,resolved,,,,,
122,122,MDRAW-00123,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-13,Virginia,Virginia,virginia,Yes,12,34,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F13 • at Virginia L 12-34,resolved,,,,,
123,123,MDRAW-00124,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-17,Washington College,Washington College,washington-college,No,22,20,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F17 Washington College W 22-20,resolved,,,,,
124,124,MDRAW-00125,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-21,Johns Hopkins,Johns Hopkins,johns-hopkins,No,23,19,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F21 Johns Hopkins W 23-19,resolved,,,,,
125,125,MDRAW-00126,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-23,Virginia Tech,Virginia Tech,virginia-tech,Yes,30,10,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F23 • Virginia Tech W 30-10,resolved,,,,,
126,126,MDRAW-00127,maryland,2025-26_record_book_all_time_results,1927-1928,1928,1928-02-24,Western Maryland,McDaniel,mcdaniel,No,30,29,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,F24 Western Maryland W 30-29,resolved,,,,,
127,127,MDRAW-00128,maryland,2025-26_record_book_all_time_results,1928-1929,1929,1928-12-20,William & Mary,William & Mary,william-mary,Yes,30,20,W,0,,,unprefixed,SOURCE_PROGRAM_HOME,The Gymnasium,The Gymnasium,College Park,MD,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D20 William & Mary W 30-20,resolved,,,,,
128,128,MDRAW-00129,maryland,2025-26_record_book_all_time_results,1928-1929,1929,1928-12-22,Pennsylvania,Pennsylvania,pennsylvania,Yes,18,30,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,All-Time Results pp. 55-64; postseason cross-check pp. 82-90,D22 at Pennsylvania L 18-30,resolved,,,,,
